id,label,cap-shape,cap-surface,bruises,odor,gill-attachment,gill-spacing,gill-size,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,veil-type,ring-number,ring-type,spore-print-color,population,habitat,cap-color-rate,gill-color-rate,veil-color-rate,stalk-color-above-ring-rate,stalk-color-below-ring-rate
1321,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,4.0,1.0,1.0,1.0
1322,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,g,4.0,7.0,1.0,2.0,7.0
1323,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,4.0,7.0,1.0,2.0,7.0
1324,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4.0,1.0,1.0,2.0,4.0
1325,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,6.0,1.0,2.0,1.0
1326,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,4.0,4.0,1.0,2.0,5.0
1327,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,5.0,1.0,2.0,4.0
1328,p,x,f,f,c,f,c,n,e,b,s,s,p,o,p,n,s,d,6.0,2.0,1.0,1.0,1.0
1329,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,1.0,1.0,1.0,1.0
1330,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4.0,1.0,1.0,3.0,5.0
1331,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,p,4.0,2.0,1.0,5.0,7.0
1332,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,5.0,1.0,3.0,4.0
1333,p,x,s,f,c,f,w,n,e,b,s,s,p,o,p,k,s,d,4.0,6.0,1.0,1.0,1.0
1334,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,g,4.0,7.0,1.0,4.0,5.0
1335,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,1.0,1.0,1.0,5.0
1336,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,4.0,2.0,1.0,5.0,6.0
1337,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5.0,4.0,1.0,2.0,4.0
1338,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,6.0,1.0,2.0,1.0
1339,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,5.0,1.0,3.0,5.0
1340,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1.0,5.0,1.0,1.0,5.0
1341,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,6.0,1.0,1.0,5.0
1342,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4.0,4.0,1.0,3.0,4.0
1343,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,6.0,1.0,1.0,4.0
1344,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,1.0,1.0,2.0,1.0
1345,p,x,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,g,2.0,4.0,1.0,2.0,7.0
1346,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4.0,6.0,1.0,2.0,5.0
1347,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,6.0,1.0,3.0,1.0
1348,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,g,4.0,2.0,1.0,5.0,6.0
1349,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,4.0,4.0,1.0,2.0,6.0
1350,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,p,4.0,4.0,1.0,4.0,7.0
1351,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,6.0,1.0,3.0,5.0
1352,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1.0,4.0,1.0,1.0,5.0
1353,p,x,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,d,4.0,4.0,1.0,5.0,7.0
1354,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,4.0,4.0,1.0,2.0,6.0
1355,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,4.0,4.0,1.0,4.0,6.0
1356,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,5.0,1.0,2.0,1.0
1357,p,x,f,f,c,f,w,n,e,b,s,s,p,o,p,n,s,d,4.0,1.0,1.0,1.0,1.0
1358,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,1.0,1.0,2.0,5.0
1359,p,f,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,d,2.0,7.0,1.0,5.0,6.0
1360,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,6.0,1.0,3.0,5.0
1361,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,6.0,1.0,1.0,5.0
1362,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,p,4.0,7.0,1.0,4.0,6.0
1363,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,4.0,1.0,1.0,1.0
1364,p,x,s,f,c,f,c,n,e,b,s,s,p,o,p,n,v,d,3.0,2.0,1.0,1.0,1.0
1365,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4.0,4.0,1.0,1.0,4.0
1366,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,4.0,1.0,2.0,5.0
1367,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,4.0,1.0,2.0,5.0
1368,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,4.0,2.0,1.0,2.0,6.0
1369,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,6.0,1.0,1.0,1.0
1370,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,4.0,1.0,1.0,4.0
1371,p,x,s,f,c,f,c,n,e,b,s,s,p,o,p,k,s,d,6.0,2.0,1.0,1.0,1.0
1372,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5.0,6.0,1.0,1.0,1.0
1373,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4.0,6.0,1.0,3.0,5.0
1374,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,5.0,1.0,1.0,1.0
1375,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4.0,6.0,1.0,3.0,5.0
1376,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,4.0,7.0,1.0,4.0,6.0
1377,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1.0,4.0,1.0,2.0,4.0
1378,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4.0,1.0,1.0,1.0,4.0
1379,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,6.0,1.0,2.0,5.0
1380,p,x,s,f,c,f,c,n,e,b,s,s,p,o,p,k,s,d,6.0,1.0,1.0,1.0,1.0
1381,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,1.0,1.0,2.0,5.0
1382,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4.0,4.0,1.0,3.0,5.0
1383,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,1.0,1.0,1.0,5.0
1384,p,x,s,f,c,f,c,n,e,b,s,s,p,o,p,k,s,d,3.0,6.0,1.0,1.0,1.0
1385,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,4.0,7.0,1.0,5.0,7.0
1386,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,5.0,1.0,1.0,5.0
1387,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,g,4.0,2.0,1.0,2.0,5.0
1388,p,x,f,f,c,f,c,n,e,b,s,s,p,o,p,n,s,d,3.0,1.0,1.0,1.0,1.0
1389,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,5.0,1.0,3.0,4.0
1390,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4.0,4.0,1.0,1.0,1.0
1391,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4.0,1.0,1.0,1.0,1.0
1392,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4.0,5.0,1.0,1.0,5.0
1393,p,x,f,f,c,f,w,n,e,b,s,s,p,o,p,n,v,d,3.0,4.0,1.0,1.0,1.0
1394,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,6.0,1.0,1.0,1.0
1395,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,g,4.0,2.0,1.0,2.0,6.0
1396,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1.0,5.0,1.0,3.0,1.0
1397,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,4.0,1.0,2.0,4.0
1398,p,x,s,f,c,f,c,n,e,b,s,s,p,o,p,k,v,d,6.0,6.0,1.0,1.0,1.0
1399,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,1.0,1.0,1.0,4.0
1400,p,x,s,f,c,f,c,n,e,b,s,s,p,o,p,n,v,d,6.0,2.0,1.0,1.0,1.0
1401,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1.0,1.0,1.0,1.0,5.0
1402,p,x,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,g,4.0,4.0,1.0,4.0,6.0
1403,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,5.0,1.0,3.0,1.0
1404,p,x,f,f,c,f,c,n,e,b,s,s,p,o,p,n,s,d,6.0,4.0,1.0,1.0,1.0
1405,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,4.0,4.0,1.0,2.0,7.0
1406,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,6.0,1.0,1.0,4.0
1407,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,5.0,1.0,3.0,1.0
1408,p,x,f,f,c,f,c,n,e,b,s,s,p,o,p,n,s,d,4.0,6.0,1.0,1.0,1.0
1409,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,g,4.0,4.0,1.0,5.0,7.0
1410,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,1.0,1.0,1.0,1.0
1411,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,4.0,4.0,1.0,5.0,6.0
1412,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5.0,5.0,1.0,2.0,5.0
1413,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1.0,6.0,1.0,1.0,5.0
1414,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,d,2.0,7.0,1.0,4.0,7.0
1415,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,1.0,1.0,1.0,1.0
1416,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5.0,4.0,1.0,1.0,1.0
1417,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1.0,5.0,1.0,3.0,4.0
1418,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1.0,5.0,1.0,3.0,5.0
1419,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,4.0,2.0,1.0,2.0,6.0
1420,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4.0,6.0,1.0,3.0,1.0
1421,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,5.0,1.0,2.0,1.0
1422,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,4.0,1.0,2.0,5.0
1423,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,4.0,1.0,2.0,1.0
1424,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1.0,5.0,1.0,3.0,1.0
1425,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,4.0,4.0,1.0,4.0,6.0
1426,p,x,s,f,c,f,w,n,e,b,s,s,p,o,p,n,v,d,3.0,2.0,1.0,1.0,1.0
1427,p,f,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,2.0,2.0,1.0,5.0,6.0
1428,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,6.0,1.0,2.0,4.0
1429,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,4.0,1.0,2.0,4.0
1430,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,6.0,1.0,2.0,4.0
1431,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,5.0,1.0,2.0,5.0
1432,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,5.0,1.0,3.0,5.0
1433,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,1.0,1.0,3.0,4.0
1434,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5.0,1.0,1.0,1.0,4.0
1435,p,x,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,g,4.0,7.0,1.0,5.0,7.0
1436,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,5.0,1.0,2.0,5.0
1437,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1.0,4.0,1.0,1.0,1.0
1438,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,4.0,4.0,1.0,2.0,7.0
1439,p,x,f,f,c,f,w,n,e,b,s,s,p,o,p,k,s,d,3.0,4.0,1.0,1.0,1.0
1440,p,x,f,f,c,f,w,n,e,b,s,s,p,o,p,k,v,d,4.0,4.0,1.0,1.0,1.0
1441,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1.0,6.0,1.0,1.0,4.0
1442,p,f,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,2.0,7.0,1.0,2.0,5.0
1443,p,x,s,f,c,f,w,n,e,b,s,s,p,o,p,n,v,d,4.0,1.0,1.0,1.0,1.0
1444,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,5.0,1.0,3.0,1.0
1445,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,6.0,1.0,1.0,1.0
1446,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5.0,4.0,1.0,3.0,5.0
1447,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,2.0,4.0,1.0,4.0,7.0
1448,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,6.0,1.0,3.0,4.0
1449,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,5.0,1.0,1.0,1.0
1450,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,6.0,1.0,2.0,1.0
1451,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,2.0,4.0,1.0,2.0,5.0
1452,p,x,f,f,c,f,c,n,e,b,s,s,p,o,p,n,v,d,4.0,1.0,1.0,1.0,1.0
1453,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5.0,6.0,1.0,1.0,5.0
1454,p,x,s,f,c,f,c,n,e,b,s,s,p,o,p,n,s,d,4.0,2.0,1.0,1.0,1.0
1455,p,x,f,f,c,f,c,n,e,b,s,s,p,o,p,n,v,d,3.0,6.0,1.0,1.0,1.0
1456,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,g,4.0,7.0,1.0,2.0,6.0
1457,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4.0,1.0,1.0,1.0,5.0
1458,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5.0,1.0,1.0,3.0,4.0
1459,p,f,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,p,2.0,4.0,1.0,4.0,5.0
1460,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,6.0,1.0,3.0,1.0
1461,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,5.0,1.0,1.0,5.0
1462,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4.0,6.0,1.0,2.0,1.0
1463,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,1.0,1.0,3.0,1.0
1464,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4.0,6.0,1.0,1.0,5.0
1465,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,6.0,1.0,1.0,5.0
1466,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5.0,5.0,1.0,2.0,1.0
1467,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,5.0,1.0,3.0,4.0
1468,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,1.0,1.0,2.0,5.0
1469,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,5.0,1.0,1.0,5.0
1470,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4.0,5.0,1.0,1.0,4.0
1471,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,4.0,1.0,2.0,1.0
1472,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1.0,4.0,1.0,1.0,5.0
1473,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,4.0,1.0,3.0,5.0
1474,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,1.0,1.0,3.0,1.0
1475,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,4.0,1.0,1.0,5.0
1476,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,p,4.0,7.0,1.0,5.0,7.0
1477,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,4.0,1.0,1.0,5.0
1478,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4.0,1.0,1.0,1.0,4.0
1479,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,5.0,1.0,2.0,5.0
1480,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1.0,5.0,1.0,3.0,5.0
1481,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,5.0,1.0,2.0,4.0
1482,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,4.0,7.0,1.0,2.0,7.0
1483,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,5.0,1.0,2.0,1.0
1484,p,f,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,4.0,2.0,1.0,2.0,6.0
1485,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,6.0,1.0,2.0,5.0
1486,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4.0,1.0,1.0,3.0,4.0
1487,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4.0,6.0,1.0,2.0,1.0
1488,p,f,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,2.0,7.0,1.0,2.0,6.0
1489,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,1.0,1.0,3.0,1.0
1490,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,4.0,1.0,3.0,4.0
1491,p,f,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,4.0,7.0,1.0,4.0,7.0
1492,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1.0,5.0,1.0,3.0,1.0
1493,p,x,f,f,c,f,w,n,e,b,s,s,p,o,p,k,s,d,4.0,6.0,1.0,1.0,1.0
1494,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,5.0,1.0,2.0,1.0
1495,p,x,s,f,c,f,w,n,e,b,s,s,p,o,p,k,s,d,3.0,2.0,1.0,1.0,1.0
1496,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1.0,1.0,1.0,1.0,5.0
1497,p,x,s,f,c,f,c,n,e,b,s,s,p,o,p,n,v,d,3.0,1.0,1.0,1.0,1.0
1498,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,4.0,1.0,2.0,5.0
1499,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4.0,6.0,1.0,1.0,4.0
1500,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,4.0,1.0,2.0,1.0
1501,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,5.0,1.0,3.0,1.0
1502,p,x,s,f,c,f,c,n,e,b,s,s,p,o,p,k,s,d,4.0,4.0,1.0,1.0,1.0
1503,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,1.0,1.0,2.0,1.0
1504,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5.0,1.0,1.0,3.0,4.0
1505,p,x,f,f,c,f,w,n,e,b,s,s,p,o,p,k,v,d,6.0,1.0,1.0,1.0,1.0
1506,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,6.0,1.0,2.0,5.0
1507,p,x,s,f,c,f,c,n,e,b,s,s,p,o,p,n,v,d,6.0,6.0,1.0,1.0,1.0
1508,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,5.0,1.0,2.0,4.0
1509,p,f,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,g,4.0,2.0,1.0,4.0,5.0
1510,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,4.0,1.0,3.0,5.0
1511,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,g,4.0,7.0,1.0,5.0,5.0
1512,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1.0,1.0,1.0,2.0,5.0
1513,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,6.0,1.0,2.0,5.0
1514,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1.0,6.0,1.0,2.0,5.0
1515,p,x,s,f,c,f,w,n,e,b,s,s,p,o,p,k,s,d,6.0,2.0,1.0,1.0,1.0
1516,p,x,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,p,4.0,7.0,1.0,5.0,5.0
1517,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5.0,4.0,1.0,3.0,5.0
1518,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4.0,5.0,1.0,1.0,1.0
1519,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4.0,1.0,1.0,1.0,1.0
1520,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,4.0,1.0,3.0,1.0
1521,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5.0,6.0,1.0,1.0,1.0
1522,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,1.0,1.0,1.0,5.0
1523,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,d,4.0,2.0,1.0,5.0,5.0
1524,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1.0,6.0,1.0,3.0,5.0
1525,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,6.0,1.0,1.0,5.0
1526,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,1.0,1.0,2.0,1.0
1527,p,x,f,f,c,f,c,n,e,b,s,s,p,o,p,k,v,d,3.0,1.0,1.0,1.0,1.0
1528,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,4.0,1.0,3.0,5.0
1529,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,4.0,1.0,1.0,1.0
1530,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,g,4.0,4.0,1.0,5.0,6.0
1531,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4.0,1.0,1.0,2.0,1.0
1532,p,x,s,f,c,f,w,n,e,b,s,s,p,o,p,k,v,d,3.0,1.0,1.0,1.0,1.0
1533,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5.0,1.0,1.0,2.0,5.0
1534,p,x,s,f,c,f,c,n,e,b,s,s,p,o,p,k,s,d,3.0,1.0,1.0,1.0,1.0
1535,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,4.0,2.0,1.0,2.0,5.0
1536,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,d,4.0,7.0,1.0,4.0,5.0
1537,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4.0,6.0,1.0,3.0,4.0
1538,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4.0,4.0,1.0,1.0,4.0
1539,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,4.0,1.0,2.0,1.0
1540,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,4.0,1.0,1.0,4.0
1541,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,4.0,7.0,1.0,4.0,7.0
1542,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,6.0,1.0,2.0,1.0
1543,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,1.0,1.0,3.0,5.0
1544,p,x,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,g,4.0,2.0,1.0,5.0,7.0
1545,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5.0,6.0,1.0,1.0,4.0
1546,p,x,f,f,c,f,w,n,e,b,s,s,p,o,p,n,s,d,4.0,4.0,1.0,1.0,1.0
1547,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4.0,6.0,1.0,3.0,1.0
1548,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,5.0,1.0,3.0,4.0
1549,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,1.0,1.0,2.0,1.0
1550,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4.0,5.0,1.0,1.0,5.0
1551,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5.0,1.0,1.0,1.0,1.0
1552,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4.0,6.0,1.0,2.0,1.0
1553,p,x,s,f,c,f,c,n,e,b,s,s,p,o,p,k,s,d,6.0,4.0,1.0,1.0,1.0
1554,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1.0,6.0,1.0,1.0,5.0
